ticker,name,market,date,시가,종가
260970,에스앤디,KOSDAQ,20260811,59100,58400
261200,덴티스,KOSDAQ,20260811,2960,2995
261520,이지스,KOSDAQ,20260811,4220,4290
261780,아리바이오랩,KOSDAQ,20260811,2405,2495
262260,에이프로,KOSDAQ,20260811,3365,3375
262840,아이퀘스트,KOSDAQ,20260811,2865,2910
263020,디케이앤디,KOSDAQ,20260811,3105,3115
263050,유틸렉스,KOSDAQ,20260811,0,959
263600,덕우전자,KOSDAQ,20260811,3890,3915
263690,디알젬,KOSDAQ,20260811,5100,5160
263700,케어랩스,KOSDAQ,20260811,1908,1948
263720,디앤씨미디어,KOSDAQ,20260811,7210,7300
263750,펄어비스,KOSDAQ,20260811,37500,36900
263770,유에스티,KOSDAQ,20260811,1625,1619
263800,데이타솔루션,KOSDAQ,20260811,5460,5860
263810,상신전자,KOSDAQ,20260811,2610,2640
263860,지니언스,KOSDAQ,20260811,15660,15920
263920,휴엠앤씨,KOSDAQ,20260811,3425,3370
264450,유비쿼스,KOSDAQ,20260811,10520,10540
264660,씨앤지하이테크,KOSDAQ,20260811,13320,13650
264850,이랜시스,KOSDAQ,20260811,6850,6900
265520,AP시스템,KOSDAQ,20260811,20200,20500
265560,영화테크,KOSDAQ,20260811,7290,7490
265740,엔에프씨,KOSDAQ,20260811,6650,6700
267320,나인테크,KOSDAQ,20260811,2190,2140
267790,배럴,KOSDAQ,20260811,3160,3390
267980,매일유업,KOSDAQ,20260811,34450,34400
269620,시스웍,KOSDAQ,20260811,0,889
270520,앱튼,KOSDAQ,20260811,3650,3855
270660,에브리봇,KOSDAQ,20260811,15230,14850
270870,뉴트리,KOSDAQ,20260811,4265,4265
271830,팸텍,KOSDAQ,20260811,1035,1032
272110,케이엔제이,KOSDAQ,20260811,28950,30400
272290,이녹스첨단소재,KOSDAQ,20260811,22350,22600
273060,와이즈버즈,KOSDAQ,20260811,983,902
273640,와이엠텍,KOSDAQ,20260811,4955,5120
274090,켄코아에어로스페이스,KOSDAQ,20260811,11390,11210
274400,이노시뮬레이션,KOSDAQ,20260811,2435,2280
275630,에스에스알,KOSDAQ,20260811,3695,3645
276040,스코넥,KOSDAQ,20260811,0,327
276730,한울앤제주,KOSDAQ,20260811,0,11470
277070,린드먼아시아,KOSDAQ,20260811,2995,2985
277410,인산가,KOSDAQ,20260811,5570,5690
277810,레인보우로보틱스,KOSDAQ,20260811,494000,480000
277880,티에스아이,KOSDAQ,20260811,3230,3265
278280,천보,KOSDAQ,20260811,36800,37200
278650,HLB바이오스텝,KOSDAQ,20260811,2260,2395
279600,미디어젠,KOSDAQ,20260811,4015,3945
281740,레이크머티리얼즈,KOSDAQ,20260811,13620,13290
282720,금양그린파워,KOSDAQ,20260811,7850,7920
282880,코윈테크,KOSDAQ,20260811,10030,10050
284620,카이노스메드,KOSDAQ,20260811,0,1087
285490,노바텍,KOSDAQ,20260811,12250,12340
285800,진영,KOSDAQ,20260811,811,860
286750,나노실리칸첨단소재,KOSDAQ,20260811,0,1425
287840,인투셀,KOSDAQ,20260811,20000,21200
288180,케이피항공산업,KOSDAQ,20260811,7710,8370
288330,파라택시스코리아,KOSDAQ,20260811,0,416
288620,에스프리즘,KOSDAQ,20260811,4265,4410
288980,모아데이타,KOSDAQ,20260811,683,752
289010,아이스크림에듀,KOSDAQ,20260811,860,876
289080,SV인베스트먼트,KOSDAQ,20260811,2080,2150
289220,자이언트스텝,KOSDAQ,20260811,1199,1214
289930,웨이비스,KOSDAQ,20260811,7330,7310
290090,트윔,KOSDAQ,20260811,4450,4290
290120,DH오토리드,KOSDAQ,20260811,2400,2380
290270,휴네시온,KOSDAQ,20260811,2770,2810
290520,신도기연,KOSDAQ,20260811,1700,1672
290550,디케이티,KOSDAQ,20260811,19910,20600
290560,파라택시스이더리움,KOSDAQ,20260811,1140,1107
290650,엘앤씨바이오,KOSDAQ,20260811,64300,63500
290660,다이나믹솔루션,KOSDAQ,20260811,1539,1892
290670,대보마그네틱,KOSDAQ,20260811,5370,5760
290690,아리바이오홀딩스,KOSDAQ,20260811,4200,4275
290720,푸드나무,KOSDAQ,20260811,2860,2930
290740,액트로,KOSDAQ,20260811,8590,8220
291230,엔피,KOSDAQ,20260811,0,588
291650,츌립앤사이언스,KOSDAQ,20260811,0,950
291810,핀텔,KOSDAQ,20260811,1481,1625
293490,카카오게임즈,KOSDAQ,20260811,8400,8720
293580,나우IB,KOSDAQ,20260811,1502,1523
293780,압타바이오,KOSDAQ,20260811,6030,6210
294090,이오플로우,KOSDAQ,20260811,0,1490
294140,레몬,KOSDAQ,20260811,2040,2115
294570,쿠콘,KOSDAQ,20260811,20850,20800
294630,서남,KOSDAQ,20260811,3065,2970
295310,에이치브이엠,KOSDAQ,20260811,54100,54300
296640,이노에이엑스,KOSDAQ,20260811,4425,4595
297090,씨에스베어링,KOSDAQ,20260811,4000,3940
